City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Savannah Bight,75,HN,1612983850,58,16.45,-85.85,84.2,9.22
Andrews,90,US,1612983726,100,32.3187,-102.5457,32.0,9.22
Iracoubo,100,GF,1612983851,76,5.4802,-53.2011,79.12,11.43
Meadow Lake,75,US,1612983604,21,34.8014,-106.5436,55.99,3.44
Port Huron,75,US,1612983851,57,42.9709,-82.4249,19.4,3.44
Touros,40,BR,1612983851,66,-5.1989,-35.4608,86.0,17.27
Husavik,75,IS,1612983851,92,66.0449,-17.3389,15.8,3.44
Flin Flon,20,CA,1612983852,69,54.7682,-101.865,-23.8,3.44
Sfântu Gheorghe,100,RO,1612983852,77,45.8667,25.7833,48.0,1.99
Goderich,100,CA,1612983738,62,43.7501,-81.7165,17.6,10.36
Hamilton,90,US,1612983774,80,39.1834,-84.5333,23.0,9.22
Jutaí,99,BR,1612983852,72,-5.1833,-68.9,87.13,1.99
Richards Bay,83,ZA,1612983852,84,-28.783,32.0377,76.8,5.41
Florence,75,IT,1612983852,82,43.7667,11.25,53.01,4.61
La Ronge,1,CA,1612983852,57,55.1001,-105.2842,-20.2,3.44
Drayton Valley,100,CA,1612983655,72,53.2168,-114.9854,-18.0,15.01
Boguchany,95,RU,1612983852,89,58.3814,97.4531,-4.45,3.89
Jalu,0,LY,1612983852,27,29.0331,21.5482,61.52,7.43
Jining,0,CN,1612983853,66,35.405,116.5814,42.39,6.22
Port Hedland,40,AU,1612983853,89,-20.3167,118.5667,80.6,6.91
São João da Barra,20,BR,1612983717,54,-21.6403,-41.0511,84.2,13.8
San Quintín,6,MX,1612983853,62,30.4833,-115.95,58.37,12.93
Calvinia,0,ZA,1612983853,17,-31.4707,19.776,81.27,6.78
Juneau,1,US,1612983853,43,58.3019,-134.4197,8.6,3.44
Tessalit,0,ML,1612983853,16,20.1986,1.0114,76.15,9.42
Garoowe,49,SO,1612983853,45,8.4054,48.4845,70.02,17.38
Ponta Delgada,20,PT,1612983572,88,37.7333,-25.6667,61.0,19.57
Bibiani,0,GH,1612983618,66,6.4635,-2.3194,81.66,4.27
Ayní,41,TJ,1612983854,71,39.3941,68.5377,36.0,7.7
Ketchikan,1,US,1612983854,45,55.3422,-131.6461,21.2,4.61
Alice Springs,40,AU,1612983854,61,-23.7,133.8833,87.01,6.91
Agadez,92,NE,1612983854,20,19.75,10.25,69.03,4.14
Virginia Beach,90,US,1612983825,65,36.8529,-75.978,43.0,9.22
Cabedelo,75,BR,1612983854,66,-6.9811,-34.8339,86.0,14.97
Iqaluit,75,CA,1612983670,79,63.7506,-68.5145,12.2,2.3
Lerwick,20,GB,1612983854,75,60.1545,-1.1494,33.8,5.75
Lida,100,BY,1612983855,95,53.8833,25.2997,7.9,7.45
Manokwari,100,ID,1612983661,79,-0.8667,134.0833,79.34,4.45
Sola,8,VU,1612983670,76,-13.8833,167.55,81.82,12.06
Belmonte,40,BR,1612983855,61,-15.8631,-38.8828,82.4,14.97
Mwanza,40,TZ,1612983855,88,-2.5167,32.9,71.6,9.22
Bonavista,97,CA,1612983855,74,48.6499,-53.1147,28.0,6.91
Upington,75,ZA,1612983730,68,-28.4478,21.2561,73.4,28.77
Gamba,100,GA,1612983855,87,-2.65,10.0,79.29,4.79
Atarra,4,IN,1612983855,51,25.2833,80.5667,61.99,5.1
Turochak,100,RU,1612983856,89,52.2576,87.1224,-5.75,4.54
Marawi,92,PH,1612983856,93,7.9986,124.2928,73.99,5.99
Namie,50,JP,1612983844,89,37.4833,141.0,35.01,8.93
Birnin Kebbi,0,NG,1612983856,14,12.4539,4.1975,83.39,9.35
Bushehr,1,IR,1612983856,59,28.9684,50.8385,64.4,9.22
Venado Tuerto,32,AR,1612983703,41,-33.7456,-61.9688,78.01,5.01
Lowestoft,98,GB,1612983856,89,52.4752,1.7516,28.99,1.01
Waddān,0,LY,1612983856,22,29.1614,16.139,67.96,7.67
Zarubino,0,RU,1612983856,94,42.63,131.0922,22.05,7.27
Locri,75,IT,1612983856,82,38.2414,16.2623,59.0,5.75
Council Bluffs,75,US,1612983856,52,41.2619,-95.8608,16.0,11.5
Klaksvík,33,FO,1612983857,79,62.2266,-6.589,21.2,7.0
Kayerkan,0,RU,1612983857,81,69.3497,87.7602,-15.27,5.17
Chenghai,75,CN,1612983857,94,23.4632,116.768,59.0,2.24
Winnemucca,75,US,1612983857,49,40.973,-117.7357,46.4,8.05
Florianópolis,40,BR,1612983722,61,-27.6146,-48.5012,82.4,13.8
Mandalgovi,95,MN,1612983857,85,45.7625,106.2708,25.93,20.6
Alta Floresta,75,BR,1612983857,71,-9.8756,-56.0861,84.88,2.1
Sambir,100,UA,1612983857,86,49.5183,23.1975,26.01,6.24
Kochi,100,IN,1612983718,83,9.9399,76.2602,73.4,4.76
Vila Velha,20,BR,1612983857,65,-20.3297,-40.2925,84.2,11.5
Carman,100,CA,1612983857,58,49.4992,-98.0016,-11.2,8.05
Vao,12,NC,1612983858,82,-22.6667,167.4833,76.28,9.19
Olinda,75,BR,1612983858,69,-8.0089,-34.8553,82.4,10.36
Anadyr,0,RU,1612983858,70,64.75,177.4833,-11.2,2.24
Pozo Colorado,11,PY,1612983858,42,-23.4923,-58.7972,87.93,7.09
Emerald,75,AU,1612983858,88,-23.5333,148.1667,73.4,6.91
Boyuibe,90,BO,1612983858,94,-20.4167,-63.2833,66.2,5.95
Vrangel',0,RU,1612983858,91,42.7297,133.0839,21.61,7.49
Madan,69,BG,1612983753,71,41.5,24.95,53.01,5.75
Kahului,40,US,1612983858,64,20.8947,-156.47,73.4,12.66
Madang,99,PG,1612983859,90,-5.2246,145.7966,75.76,6.58
Tarakan,20,ID,1612983859,84,3.3,117.6333,78.66,5.79
Kasongo-Lunda,99,CD,1612983859,84,-6.4667,16.8167,73.85,1.59
Casablanca,0,MA,1612983680,77,33.5928,-7.6192,62.6,6.91
Soyo,100,AO,1612983859,80,-6.1349,12.3689,80.83,6.17
Broken Hill,0,AU,1612983859,34,-31.95,141.4333,80.6,16.11
Egvekinot,6,RU,1612983859,81,66.3167,-179.1667,-27.02,14.25
Orotukan,100,RU,1612983859,89,62.2667,151.7,-7.17,1.52
Lozuvatka,90,UA,1612983859,86,48.0571,33.2858,33.8,6.71
Newport,0,GB,1612983859,75,51.5877,-2.9984,33.01,14.05
Korla,100,CN,1612983859,72,41.7597,86.1469,35.38,12.71
Faranah,0,GN,1612983859,15,10.0404,-10.7434,86.97,4.32
Rafaela,100,AR,1612983621,46,-31.2503,-61.4867,82.0,5.01
Vallenar,0,CL,1612983860,25,-28.5708,-70.7581,87.57,11.45
Ugoofaaru,0,MV,1612983860,65,5.6667,73.0,81.25,5.95
Porto Seguro,40,BR,1612983860,61,-16.4497,-39.0647,82.4,14.97
Trat,100,TH,1612983860,64,12.5,102.5,72.79,4.21
Lompoc,1,US,1612983646,76,34.6391,-120.4579,64.0,10.42
Laguna de Duero,0,ES,1612983860,71,41.5815,-4.7233,46.4,10.36
Jumla,0,NP,1612983860,75,29.2747,82.1838,36.03,4.47
Sibolga,48,ID,1612983860,83,1.7427,98.7792,77.88,3.27
Grants,75,US,1612983860,18,35.1473,-107.8514,50.0,12.66
Ihosy,100,MG,1612983861,91,-22.4,46.1167,66.79,9.69
Tuy Hoa,97,VN,1612983861,84,13.0833,109.3,69.94,8.63
Kumul,99,CN,1612983861,82,42.8,93.45,30.4,7.16
Vokhtoga,51,RU,1612983861,92,58.8147,41.0461,-5.6,4.81
Caconda,100,AO,1612983577,60,-13.7333,15.0667,65.14,7.34
Chesterton,90,US,1612983847,73,41.6106,-87.0642,21.0,3.44
Shelburne,100,CA,1612983861,72,44.0787,-80.2041,21.0,10.78
Berlevåg,75,NO,1612983611,63,70.8578,29.0864,19.4,20.71
Mogadishu,63,SO,1612983861,77,2.0371,45.3438,77.54,24.36
Kantābānji,0,IN,1612983861,31,20.4833,82.9167,62.96,2.35
Luganville,0,VU,1612983670,79,-15.5333,167.1667,76.28,2.77
Zhigansk,0,RU,1612983862,84,66.7697,123.3711,-19.61,10.85
Moerai,77,PF,1612983862,63,-22.4333,-151.3333,81.46,7.94
Ust'-Kut,13,RU,1612983862,89,56.7938,105.7672,-5.51,1.36
Bubaque,56,GW,1612983862,77,11.2833,-15.8333,77.54,15.17
Salisbury,0,GB,1612983862,69,51.0693,-1.7957,32.0,9.22
Bukene,100,TZ,1612983862,91,-4.2333,32.8833,66.88,3.31
Westerland,35,DE,1612983862,74,54.9079,8.3033,24.01,9.22
Kenai,90,US,1612983862,79,60.5544,-151.2583,15.01,10.36
Khatanga,98,RU,1612983863,85,71.9667,102.5,-15.65,5.68
Lengshuijiang,97,CN,1612983863,90,27.6881,111.4294,49.05,2.42
Coahuayana Viejo,40,MX,1612983863,47,18.7333,-103.6833,80.6,6.67
Kidal,0,ML,1612983863,16,18.4411,1.4078,75.78,5.23
Honningsvåg,75,NO,1612983863,80,70.9821,25.9704,24.8,8.05
Lázaro Cárdenas,0,MX,1612983863,58,17.9583,-102.2,81.19,8.9
Fortuna,1,US,1612983828,81,40.5982,-124.1573,55.99,3.98
Sribne,94,UA,1612983863,96,50.6638,32.9187,9.97,6.82
Guerrero Negro,90,MX,1612983863,61,27.9769,-114.0611,60.62,15.17
Fort Frances,90,CA,1612983863,54,48.5999,-93.4003,-7.01,10.36
Chinchani,91,IN,1612983863,46,19.8667,72.7,72.61,3.2
Chara,100,RU,1612983864,91,56.9064,118.2631,15.48,3.06
Konitsa,79,GR,1612983864,76,40.0486,20.7567,50.0,4.61
Konëvo,1,RU,1612983864,90,62.1215,39.3192,-8.84,3.02
Hobyo,89,SO,1612983864,75,5.3505,48.5268,77.67,20.96
Stromness,20,GB,1612983864,74,58.965,-3.296,26.6,4.61
Mount Gambier,28,AU,1612983629,63,-37.8333,140.7667,64.4,6.91
Acarí,84,PE,1612983864,49,-15.4311,-74.6158,82.85,11.65
Pāvilosta,90,LV,1612983864,85,56.8879,21.1859,17.6,5.75
Tieli,85,CN,1612983864,94,46.95,128.05,7.27,4.25
Tshikapa,100,CD,1612983864,86,-6.4167,20.8,73.99,1.28
Takoradze,43,GH,1612983865,83,4.8845,-1.7554,81.36,11.39
Lins,84,BR,1612983865,59,-21.6786,-49.7425,82.49,4.61
Goma,100,CD,1612983810,74,-1.6792,29.2228,66.56,3.38
Walvis Bay,100,NA,1612983865,82,-22.9575,14.5053,66.99,9.22
Loksa,0,EE,1612983865,85,59.5764,25.7214,6.8,3.44
Banda Aceh,36,ID,1612983639,79,5.5577,95.3222,78.93,5.32
Tilichiki,100,RU,1612983865,91,60.4667,166.1,-6.45,10.49
Maralal,92,KE,1612983865,71,1.0968,36.698,61.97,5.86
Béboto,56,TD,1612983865,16,8.2668,16.939,76.98,1.12
Mastic Beach,1,US,1612983865,47,40.7668,-72.8521,34.0,5.75
Donji Vakuf,100,BA,1612983866,80,44.1436,17.4,46.89,5.03
Magistral'nyy,96,RU,1612983866,91,56.1725,107.4458,-0.94,2.3
Guia Lopes da Laguna,99,BR,1612983866,50,-21.4578,-56.1142,84.67,4.43
Okhotsk,100,RU,1612983866,92,59.3833,143.3,22.6,23.98
Chișinău,90,MD,1612983866,93,47.0056,28.8575,37.4,6.91
Westport,1,US,1612983866,55,41.1415,-73.3579,33.01,8.05
Nova Venécia,25,BR,1612983696,70,-18.7106,-40.4006,82.58,7.2
Paraná,100,AR,1612983866,61,-31.732,-60.5238,82.0,3.0
Marinette,90,US,1612983866,52,45.1,-87.6307,8.6,5.75
Rawson,0,AR,1612983866,25,-43.3002,-65.1023,86.07,29.44
Beloha,100,MG,1612983867,85,-25.1667,45.05,71.4,14.23
Menongue,100,AO,1612983868,66,-14.6585,17.691,66.49,2.57
Angoche,100,MZ,1612983868,85,-16.2325,39.9086,79.81,7.0
Zabul Province,31,AF,1612983868,57,32.25,67.25,43.41,7.43
San Vicente,69,AR,1612983868,56,-26.6167,-54.1333,76.14,5.46
Murgab,0,TM,1612983868,47,37.4966,61.9714,53.6,9.22
Chissamba,100,AO,1612983868,86,-12.1667,17.3333,66.36,4.43
San Rafael del Sur,20,NI,1612983868,55,11.8485,-86.4384,89.6,11.5
Marquette,99,US,1612983868,54,46.5333,-87.6335,10.99,6.98
Honolulu,20,US,1612983869,46,21.3069,-157.8583,73.4,8.05
Grindavik,75,IS,1612983869,80,63.8424,-22.4338,35.6,11.5
Kodinsk,99,RU,1612983869,88,58.6881,99.1844,-6.02,3.38
Aspindza,84,GE,1612983869,74,41.5739,43.2483,38.34,3.71
Tiarei,20,PF,1612983869,69,-17.5333,-149.3333,82.0,24.16
Goulouré,0,BF,1612983869,8,12.2306,-1.9289,95.0,10.36
Mapastepec,3,MX,1612983870,43,15.4333,-92.9,90.93,9.93
Great Bend,1,US,1612983870,67,38.3645,-98.7648,16.0,13.8
Chandler,75,US,1612983756,19,33.3062,-111.8412,71.01,5.26
Port-Gentil,20,GA,1612983870,79,-0.7193,8.7815,84.2,8.05
Greenville,90,US,1612983626,50,35.6127,-77.3663,53.01,8.05
Petropavlovsk-Kamchatskiy,100,RU,1612983600,85,53.0452,158.6483,12.2,6.71
Marsá Maţrūḩ,0,EG,1612983870,72,31.3525,27.2453,59.0,3.44
Hornepayne,100,CA,1612983669,84,49.2138,-84.7705,-3.73,4.94
Usakos,100,NA,1612983870,72,-22.0,15.6,72.19,9.82
Payson,90,US,1612983870,70,40.0444,-111.7321,44.6,4.61
Vostok,75,RU,1612983870,92,46.4856,135.8833,-3.64,4.63
Price,90,US,1612983593,70,39.5994,-110.8107,41.0,3.44
Mbigou,100,GA,1612983871,93,-1.9005,11.906,71.19,1.16
Abhā,0,SA,1612983871,51,18.2164,42.5053,57.2,4.61
Juba,83,SS,1612983871,24,4.8517,31.5825,89.8,4.54
Turinsk,1,RU,1612983871,88,58.0458,63.696,-20.22,4.23
Djibouti,1,DJ,1612983871,65,11.5,42.5,77.0,3.44
Qiongshan,75,CN,1612983871,88,20.0058,110.3542,62.6,8.95
Lokosovo,100,RU,1612983871,87,61.1333,74.8167,-19.84,11.68
Rawlins,1,US,1612983871,48,41.7911,-107.2387,37.4,23.02
